,facltNm,allar,insrncAt,trsagntNo,bizrno,facltDivNm,mangeDivNm,mgcDiv,manageSttus,hvofBgnde,hvofEnddle,featureNm,induty,lctCl,doNm,sigunguNm,zipcode,addr1,addr2,mapX,mapY,direction,tel,homepage,resveUrl,resveCl,manageNmpr,gnrlSiteCo,autoSiteCo,glampSiteCo,caravSiteCo,indvdlCaravSiteCo,sitedStnc,siteMg1Width,siteMg2Width,siteMg3Width,siteMg1Vrticl,siteMg2Vrticl,siteMg3Vrticl,siteMg1Co,siteMg2Co,siteMg3Co,siteBottomCl1,siteBottomCl2,siteBottomCl3,siteBottomCl4,siteBottomCl5,tooltip,glampInnerFclty,caravInnerFclty,prmisnDe,operPdCl,operDeCl,trlerAcmpnyAt,caravAcmpnyAt,toiletCo,swrmCo,wtrplCo,brazierCl,sbrsCl,sbrsEtc,posblFcltyCl,posblFcltyEtc,clturEventAt,clturEvent,exprnProgrmAt,exprnProgrm,extshrCo,frprvtWrppCo,frprvtSandCo,fireSensorCo,themaEnvrnCl,eqpmnLendCl,animalCmgCl,tourEraCl,firstImageUrl,createdtime,modifiedtime
647,밀양산여울캠핑장 ,0,N,제2016-20호,395- 2-00388,민간,직영,,운영,,,깊은 개울가에 자리해서 물놀이가 좋다.,"일반야영장,자동차야영장,카라반","산,숲,계곡",경상남도,밀양시,50412,경상남도 밀양시 산외면 밀양대로 3480 ,밀양 산여울캠핑장 ,128.8566995,35.5430289,,055-356-3456,http://m.cafe.naver.com/sywauto,,전화,2,0,26,0,0,0,0,6,5,0,7,6,0,0,0,0,0,1,0,0,0,,,,2016-05-11,"봄,여름,가을,겨울",평일+주말,Y,N,1,1,1,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,운동시설",,"계곡 물놀이,산책로",,N,,Y,이벤트 : 5월 가정의달 온가족이 즐기는 보물찾기,13,0,0,1,여름물놀이,,불가능,,https://gocamping.or.kr/upload/camp/1504/thumb/thumb_720_8577wMQ5PLycsAOKkjd1H3iv.jpg,2022-08-01 23:17,2022-08-01 23:17
648,산우물 쉼터 ,0,Y,,821-27-00307,민간,직영,,운영,,,,"일반야영장,자동차야영장",섬,경기도,안성시,456931,경기도 안성시 양성면 산정산우물길 172-16 ,산우물 쉼터 ,127.1927936,37.0838653,,070-8878-5532,http://cafe.daum.net/306ssb/,http://cafe.daum.net/306ssb/,온라인예약대기,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,2019-04-09,"봄,여름,가을",평일+주말,N,N,0,0,0,개별,"전기,무선인터넷,장작판매,온수,물놀이장",,,,N,,N,,0,0,0,0,,,불가능,"봄,여름,가을",https://gocamping.or.kr/upload/camp/1507/thumb/thumb_720_1977Rkcbo1029wcKw1rJATrR.jpg,2022-08-01 23:17,2022-08-01 23:17
649,산울림관광농원,9900,Y,,111-16-26408,민간,직영,,운영,,,"오크밸리,간현관광지",일반야영장,산,경기도,양평군,476881,경기도 양평군 양동면 삼산리 ,852,127.7599287,37.3930539,,,http://cafe.naver.com/sanwoolimcamp,,,1,0,50,0,0,0,0,7,9,8,8,10,8,12,18,20,0,50,0,0,0,,,,2015-07-09,"봄,여름,가을,겨울",평일+주말,Y,N,1,1,1,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",,,,N,,N,,30,0,0,0,스키,,불가능,,https://gocamping.or.kr/upload/camp/1508/thumb/thumb_720_7434TTXZiuCk2IEbiaK0NFED.jpg,2022-08-01 23:17,2022-08-01 23:17
650,산으로 캠핑장 ,33000,Y,,223-04-52114,민간,직영,,운영,,,,일반야영장,산,강원도,홍천군,250855,강원도 홍천군 서면 마곡리 ,산124-2 ,127.5678493,37.7145801,,,http://www.sanurocamping.com/,http://www.sanurocamping.com/sub04/02.php,온라인실시간예약,2,0,47,0,0,0,0,4,5,0,8,8,0,40,7,0,0,10,37,0,0,,,,2015-07-29,"봄,여름,가을",평일+주말,Y,N,2,1,1,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",,,,Y,수시이밴트,N,,25,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/1511/thumb/thumb_720_8317WpnxxAT8kLhQjRsPKg25.jpg,2022-08-01 23:17,2022-08-01 23:17
651,국립자연휴양림관리소 북부지역팀,0,Y,,,자연휴양림,직영,,운영,,,,일반야영장,,경기도,양평군,12527,경기 양평군 단월면 고북길 347,,127.5734551,37.5957698,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2015-05-27,"봄,여름,가을",평일+주말,N,N,0,0,0,개별,,,,,N,,Y,숲해설,0,0,0,0,,,불가능,,,2022-08-01 23:17,2022-08-01 23:17
652,산음숲자연학교 힐링캠핑장,6600,N,,132-21-71715,민간,직영,,운영,,,"폐교활용,게스트하우스,심리치료",일반야영장,산,경기도,양평군,476852,경기도 양평군 단월면 봉미산샘골길 1 ,산음숲자연학교 ,127.6005389,37.6057269,,031-771-2504,http://cafe.naver.com/ahcenter,http://cafe.naver.com/ahcenter,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,,,,2015-06-19,"봄,여름,가을",평일+주말,N,N,1,1,1,개별,"전기,온수,산책로,운동장",,,,N,,Y,심리치우프로그램,10,0,0,0,,,불가능,"봄,여름,가을",https://gocamping.or.kr/upload/camp/1515/thumb/thumb_720_2165CFEOuztnbVZ6sMUTj3vL.jpg,2022-08-01 23:17,2022-08-01 23:17
653,산음캠핑(글램핑),9900,N,2015-000002,132-01-29465,민간,직영,,운영,,,,글램핑,"산,숲",경기도,양평군,476852,경기도 양평군 단월면 고북길 76-23 ,산음캠핑 ,127.5968084,37.5993991,양평군청을 기점으로 25분가량 달리면 닿는다. 상평교차로에서 우회전한 후 용문터널과 단월교차로를 거치면 된다.,031-772-3054,http://www.산음캠핑.com,http://www.산음캠핑.com,온라인실시간예약,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"주변 관광지는 용문산, 국립산음자연휴양림, 중원계곡, 비발디파크가 있다. 인근 음식점은 경양식을 내놓는 구름 속의 산책, 오리양념구이를 맛볼 수 있는 형곤하우스가 있다.","침대,냉장고,난방기구",,2015-04-16,"봄,여름,가을,겨울",평일+주말,N,N,1,1,1,개별,"전기,온수,놀이터,운동장,운동시설",어린이책방,"계곡 물놀이,산책로,청소년체험시설",,N,,N,,15,0,0,15,가을단풍명소,,불가능,,https://gocamping.or.kr/upload/camp/1516/thumb/thumb_720_4223HpcmUvXXRHJo2NvJvtrL.jpg,2022-08-01 23:17,2022-08-01 23:17
654,산장관광지,34,Y,제2015-000014,132-82-06966,지자체,위탁,가평군시설관리공단,운영,,,이용료가 저렴하고 시설이 좋다.,자동차야영장,산,경기도,가평군,12416,경기 가평군 가평읍 문화로 131,,127.412328,37.7542993,,031-8078-8057,http://www.gpfmc.or.kr/gpfmc/index.php,https://strawberry.mainticket.co.kr/strawberry/strawberry.aspx?companycode=0004&shopcode=0004,온라인실시간예약,0,0,41,0,0,0,3,4,3,6,4,3,5,24,15,2,0,41,41,0,0,,,,2015-08-03,"봄,여름,가을,겨울",평일+주말,N,N,3,3,20,개별,"전기,무선인터넷,놀이터,산책로,운동시설,마트.편의점",,"계곡 물놀이,산책로,농어촌체험시설,어린이놀이시설",,Y,주말예술공연,Y,숲체험,0,0,0,0,"낚시,봄꽃여행,여름물놀이,가을단풍명소,걷기길",릴선,불가능,,https://gocamping.or.kr/upload/camp/1517/thumb/thumb_720_8228p5mrooukyzCJSJaIxhyT.jpg,2022-08-01 23:17,2022-08-01 23:17
655,산장펜션 캠핑장,3966,N,Mar-16,505-15-48463,민간,직영,,운영,,,숙박시설,일반야영장,숲,경상북도,경주시,780882,경상북도 경주시 산내면 대현리 ,479,129.0690552,35.7213059,,,http://www.sjcamp.co.kr/xe/map_page,http://www.sjcamp.co.kr/xe/reservation_page,온라인실시간예약,2,24,0,0,0,0,3,6,7,0,6,8,0,5,19,0,0,19,5,0,0,,,,2016-02-18,"봄,여름,가을",평일+주말,N,N,2,2,2,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",,"계곡 물놀이,산책로,낚시,어린이놀이시설",,N,,N,,12,0,0,0,여름물놀이,,불가능,,https://gocamping.or.kr/upload/camp/1520/thumb/thumb_720_3245gzM1VjUwqC5OmFjaANfz.jpg,2022-08-01 23:17,2022-08-01 23:17
656,산정호수 가족글램핑장 ,4958,Y,2016-0000-17,127-82-78298,민간,직영,산정호수마을회,운영,,,,"일반야영장,글램핑","산,숲,계곡,호수",경기도,포천시,487890,경기도 포천시 영북면 산정호수로411번길 13 ,산정호수 가족글램핑장 ,127.3167571,38.066029,,031-532-6135,http://www.산정호수.com/,http://www.산정호수.com/,,2,10,0,10,2,0,3,3,0,0,4,0,0,10,0,0,0,0,10,0,0,,"침대,냉장고,유무선인터넷,난방기구","침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실",2016-06-15,"봄,여름,가을",평일+주말,N,N,1,1,1,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설",여름철 유아풀장 운영,"산책로,수상레저,어린이놀이시설",,N,,Y,수영장 유료이용시 여름철 맨손메기잡기체험,12,0,1,12,"일출명소,일몰명소,수상레저,액티비티,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능,,https://gocamping.or.kr/upload/camp/1525/thumb/thumb_720_56068JE3eMKJQfDbu58RDYFO.jpg,2022-08-01 23:17,2022-08-01 23:17
657,산정호수글램핑,0,Y,,,민간,직영,,운영,,,,일반야영장,,경기도,포천시,11103,경기도 포천시 영북면 산정리 353-8,,127.3214536,38.0893272,,010-5768-3868,http://sjglamping.com/main.htm,http://sjglamping.com/reservation-02.htm,온라인실시간예약,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2017-05-22,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:17,2022-08-01 23:17
658,산청별천지캠핑장,5000,N,제2016-000002호,676-13-00355,민간,직영,,운영,,,,일반야영장,산,경상남도,산청군,666944,경상남도 산청군 단성면 호암로701번길 139,산청별천지캠핑장 ,127.8949944,35.3329003,,010-9443-3866,http://cafe.naver.com/byeolcheonji,상동,온라인실시간예약,2,12,0,0,0,0,3,8,0,0,10,0,0,12,0,0,0,12,0,0,0,,,,2016-02-29,"봄,여름,가을,겨울",평일+주말,Y,N,2,1,2,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점",,,,N,,N,,12,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소",,불가능,,https://gocamping.or.kr/upload/camp/1533/thumb/thumb_720_2075IRmv1rVb3BtLLK2WbaxU.jpg,2022-08-01 23:17,2022-08-01 23:17
659,산청지막계곡캠핑장 ,0,N,,143-32-00268,민간,직영,,운영,,,,일반야영장,"산,계곡",경상남도,산청군,52230,경남 산청군 금서면 왕등재로 307 ,,127.8190127,35.3850747,,055-974-2800,http://zimakcamp.com/,http://r6.camperstory.com/?1917,온라인실시간예약,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,,,,2016-09-23,"봄,여름,가을,겨울",,N,N,3,1,2,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설",,계곡 물놀이,,N,,N,,0,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",,불가능,,https://gocamping.or.kr/upload/camp/1534/thumb/thumb_720_5037Z4cHCk4w2ZbAP9zJOpTd.jpg,2022-08-01 23:17,2022-08-01 23:17
660,산촌오토캠핑장,5000,N,2017-000001호,127-18-92168,민간,직영,,운영,,,,"일반야영장,자동차야영장","산,숲,계곡",경기도,동두천시,483050,경기도 동두천시 탑동동 탑신로237번길 111 ,,127.1207106,37.900933,,010-3660-5795,http://cafe.naver.com/letscamp,http://cafe.naver.com/letscamp,"전화,온라인예약대기,온라인실시간예약",1,0,50,0,0,0,5,7,0,0,8,0,0,50,0,0,0,45,5,0,0,,,,2017-05-08,"봄,여름,가을,겨울",평일+주말,Y,N,2,2,2,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,운동시설,마트.편의점",인조잔디구장 이 있어 족구 배구 가능,"계곡 물놀이,산책로,운동장,강/물놀이",,Y,"상여문화사물놀이,대표님의 비나리소리",N,,20,0,1,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길","텐트,릴선,화로대,식기,침낭",가능,,https://gocamping.or.kr/upload/camp/1537/thumb/thumb_720_5341XPkYDtTmadeAb8gbfNCN.jpg,2022-08-01 23:17,2022-08-01 23:17
661,산타파크 캠핑장,0,Y,,,민간,직영,,휴장,2021-07-15,2023-12-31,,자동차야영장,,강원도,태백시,235711,강원도 태백시 황지동 ,299,128.9794023,37.2090003,,033-552-9900,http://www.santapark.co.kr/?,,전화,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2015-07-27,,,N,N,0,0,0,,"전기,물놀이장,놀이터",,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/1538/thumb/thumb_720_9988OTUmU5dPJrYOEWlJ1UyW.jpg,2022-08-01 23:17,2022-08-01 23:17
662,살구나무글램핑&펜션,0,Y,,,민간,직영,,운영,,,,"카라반,글램핑","산,계곡",강원도,횡성군,25200,강원도 횡성군 경강로 615-19,,127.8646471,37.5277081,"중앙고속도로 횡성IC에서 홍천, 양평 방면으로 15분",033-345-1330,http://www.살구나무글램핑.com/,http://www.살구나무글램핑.com/,온라인실시간예약,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"주변에는 우리별 천문대, 성바위 자연마을 등이 있어 연계 관광이 손쉽다. 더덕구이와 코다리를 내놓는 횡성 고갯마루, 한우를 맛볼 수 있는 성바위한우정육식당 등 음식점도 많다.","침대,TV,에어컨,냉장고,난방기구,취사도구,내부화장실","침대,에어컨,냉장고,난방기구,취사도구,내부화장실",2017-07-30,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,운동시설,,수영장,"수영장, 채소밭, 계곡",N,,N,,0,0,0,0,가을단풍명소,,불가능,"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/1540/thumb/thumb_720_66311uBNchMPgA13Wtr82oRy.jpg,2022-08-01 23:17,2022-08-01 23:17
663,살둔마을 생둔분교 캠핑장,9900,Y,,223-81-09995,민간,직영,,운영,,,,자동차야영장,계곡,강원도,홍천군,250844,강원도 홍천군 내면 율전리 ,221-4 ,128.3711752,37.8316611,,033-434-3798,http://saldun.invil.org/index.html,http://tour.invil.com/front/tour/gds/data.do?contsNo=1275013&pdCd=HT99999016806,온라인실시간예약,2,25,0,0,0,0,0,8,0,0,8,0,0,25,0,0,0,25,0,0,0,,,,2015-05-22,"봄,여름,가을",평일+주말,Y,N,1,1,2,개별,"전기,무선인터넷,장작판매,온수,운동시설,마트.편의점",,"계곡 물놀이,청소년체험시설",,N,,N,,10,0,0,0,"여름물놀이,가을단풍명소",,불가능,,https://gocamping.or.kr/upload/camp/1541/thumb/thumb_720_5902994wtFszN6q3PikcSqKk.jpg,2022-08-01 23:17,2022-08-01 23:17
664,살둔산장 ,8000,N,,,민간,직영,,운영,,,,자동차야영장,계곡,강원도,홍천군,25169,강원도 홍천군 살둔길 30-15 ,살둔산장 ,128.3691494,37.8314424,,033-435-5984,www.saldun.co.kr,www. saldun.co.kr,온라인실시간예약,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,5,,,,2016-08-16,"봄,여름,가을,겨울",평일+주말,N,N,2,2,2,개별,"전기,무선인터넷,장작판매,온수,놀이터",,"계곡 물놀이,산책로",,Y,가을음악회-10월20일,N,,15,0,0,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소",,불가능,,https://gocamping.or.kr/upload/camp/1542/thumb/thumb_720_8378p3WpS5Ek6ikiJJ5HTQcf.jpg,2022-08-01 23:17,2022-08-01 23:17
665,삼남매와 뭉치네 캠핑장 ,15000,N,,,민간,직영,,운영,,,아이와 강아지 이름,자동차야영장,"산,숲",강원도,평창군,232921,강원도 평창군 봉평면 원길리 ,909-1 ,128.358277,37.6312479,,010-6258-2159,http://cafe.naver.com/sncamp,,,2,18,0,0,0,0,0,5,0,0,8,0,0,18,0,0,0,0,0,18,0,,,,2016-05-31,"봄,여름,가을,겨울",평일+주말,Y,N,2,2,2,개별,"전기,장작판매,온수,물놀이장,운동시설,마트.편의점","모래놀이터,북박스,아이들담소방",어린이놀이시설,,Y,"할로윈축제,주말영화상영",Y,송어잡이,20,0,0,0,"스키,여름물놀이,가을단풍명소","릴선,화로대",불가능,,https://gocamping.or.kr/upload/camp/1545/thumb/thumb_720_1505UcfbYD0Mk4FonHZHKqYn.jpg,2022-08-01 23:17,2022-08-01 23:17
666,삼락생태공원 오토캠핑장,0,Y,,811-78-00127,지자체,직영,,운영,,,,"일반야영장,자동차야영장",해변,부산시,사상구,617825,부산광역시  사상구 삼락동 29-59 ,,128.9671984,35.1670019,,051-313-6015,https://www.nakdongcamping.com,http://www.nakdongcamping.com/,온라인실시간예약,0,50,62,0,0,0,0,10,5,0,10,8,0,62,50,0,62,50,0,0,0,,,,2014-07-21,"봄,여름,가을,겨울",평일+주말,Y,N,2,2,2,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점",,,,N,,N,,0,0,0,0,"수상레저,여름물놀이,걷기길",,불가능,"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/1547/thumb/thumb_720_8558Fc07KhXv9rFhlXDb4mOd.jpg,2022-08-01 23:17,2022-08-01 23:17
667,삼밭골글램핑,0,Y,,,민간,직영,,운영,,,,일반야영장,,경상북도,영천시,770757,경상북도 영천시 삼밭골길 107 ,삼밭골글램핑 ,128.9404502,35.9898702,,010-6822-8807,http://blog.naver.com/horseluv,,전화,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2015-06-10,,,N,N,0,0,0,,"물놀이장,놀이터",,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:17,2022-08-01 23:17
668,삼봉자동차야영장,22183,Y,,310-82-01921,국립공원,위탁,삼봉번영회,운영,,,,자동차야영장,해변,충청남도,태안군,32162,충청남도 안면읍 삼봉길 209-3 ,,126.3160369,36.5705952,,041-673-1066,,,현장,0,0,50,0,0,0,3,4,0,0,4,0,0,50,0,0,0,0,0,0,50,,,,2015-06-22,여름,평일+주말,Y,N,3,2,1,개별,"전기,온수,산책로",,해수욕,,N,,N,,17,0,0,0,일몰명소,,불가능,,https://gocamping.or.kr/upload/camp/1550/thumb/thumb_720_0803vlRAoHIotCoGrwWDwjyL.jpg,2022-08-01 23:17,2022-08-01 23:17
669,삼산야영장,1995,Y,,,민간,직영,,운영,,,,자동차야영장,계곡,강원도,강릉시,25400,강원 강릉시 연곡면 진고개로 1296,,128.6808832,37.8458423,,,,,전화,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,,,,2016-07-14,"봄,여름,가을",평일+주말,Y,N,1,1,2,개별,"전기,장작판매",,계곡 물놀이,,N,,N,,0,0,0,0,여름물놀이,,불가능,,https://gocamping.or.kr/upload/camp/1551/thumb/thumb_720_09370Kb2ZwGbD3RfsDE3bAHu.jpg,2022-08-01 23:17,2022-08-03 6:30
670,삼원레저타운,25654,N,,310-13-70631,민간,직영,,운영,,,"승마체험장, 카페 등 부대시설 다양",일반야영장,숲,충청남도,서산시,31925,충남 서산시 팔봉면 진장서낭골길 203-14,,126.3497965,36.7770643,,041-663-1111,http://samwonleisure.com,https://booking.naver.com/booking/3/bizes/650,,2,100,0,0,0,0,3,6,0,0,8,0,0,100,0,0,100,0,0,0,0,,,,2017-10-25,"봄,여름,가을",평일+주말,Y,N,4,2,4,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",,"산책로,낚시,해수욕,어린이놀이시설",,N,,Y,승마체험,30,10,0,0,,"릴선,화로대,식기",가능(소형견),,https://gocamping.or.kr/upload/camp/1554/thumb/thumb_720_8981n9bwSVY1jzbVQ2vgubtw.jpg,2022-08-01 23:17,2022-08-01 23:17
671,삼장다목적캠핑장 ,0,Y,,,지자체,직영,,운영,,,,"일반야영장,자동차야영장","산,계곡",경상남도,산청군,666921,경상남도 산청군 삼장면 친환경로 409-28 ,삼장다목적캠핑장 ,127.8338141,35.3079167,,010-5745-3030,http://samjangcamping.com/,,온라인실시간예약,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,,,,2015-08-03,"봄,여름,가을,겨울",평일+주말,Y,N,2,1,3,개별,"전기,장작판매,놀이터,산책로,운동시설",,운동장,,N,,N,,30,0,0,0,걷기길,,불가능,,https://gocamping.or.kr/upload/camp/1556/thumb/thumb_720_7479qjP3RJmTeuTs9w9CZEjJ.jpg,2022-08-01 23:17,2022-08-01 23:17
672,삼정오토캠핑장,7100,Y,,,민간,직영,,운영,,,,일반야영장,"산,숲,계곡",경기도,포천시,487912,경기도 포천시 신북면 삼정리 ,291,127.1354706,37.9791858,,031-535-0082,http://www.sjcamp.net/,,전화,0,0,40,0,0,0,3,5,0,0,6,0,0,40,0,0,0,40,0,0,0,,,,2016-01-06,"봄,여름,가을",평일+주말,N,N,1,1,1,개별,"전기,온수,마트.편의점",,"계곡 물놀이,산책로",,N,,N,,0,0,0,0,걷기길,,불가능,,https://gocamping.or.kr/upload/camp/1557/thumb/thumb_720_46493VZGI7qo3eeUnOJfDxRo.jpg,2022-08-01 23:17,2022-08-01 23:17
673,삼화리 동광 캠핑장,5218,Y,2017-000008호,250-75-00184,민간,직영,,운영,,,임진강 바로 옆에 위치해있는 캠핑장입니다. 캠핑장에서 바로 강으로 내려가는 길은 없지만 도보로 5분 거리에 강변으로 나갈 수 있는 길이 있습니다. 캠핑장에서는 강이 내려다보입니다. 여름에는 설치형 수영장을 개장하고 있습니다. 상시 트램플린 2대를 운영중입니다.,자동차야영장,강,경기도,연천군,11047,경기도 연천군 미산면 어삼로 447-30,동광캠핑장,126.9797164,38.0221917,"자가용을 이용하시는 손님은 연천군 미산면 삼화교를 검색하시면 바로 그 옆에 삼화리 동광캠핑장이 있습니다.  대중교통수단은 지하철 1호선 동두천역에 내리신 후 전곡 시외버스터미널로 오는 버스를 타시고, 전곡 버스터미널로 이동하셔서 81번 버스를 타셔서 삼화리 3반에 내리시면 근처에 있습니다.",031-833-1225,http://blog.naver.com/dg_camping,https://booking.naver.com/booking/3/bizes/277164,"전화,온라인실시간예약,현장",1,0,22,0,0,0,0,6,0,0,6,0,0,22,0,0,0,22,0,0,0,,,,2019-10-04,"봄,여름,가을,겨울",평일+주말,Y,N,1,1,1,개별,"전기,장작판매,온수,트렘폴린,물놀이장",,"계곡 물놀이,산책로,낚시,강/물놀이",,N,,N,,16,0,0,0,여름물놀이,,가능(소형견),"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/1562/thumb/thumb_720_28734fuJLfhPM4ds5Z1hIGmb.jpg,2022-08-01 23:17,2022-08-01 23:17
674,물골삼화힐링타운캠핑장,0,Y,제2017-000029호,208-27-62121,민간,직영,,운영,,,,"일반야영장,자동차야영장","산,숲,계곡",경기도,가평군,12440,경기 가평군 상면 물골길 112,,127.3153356,37.836492,,010-2279-2167,,,,2,10,10,0,0,0,0,7,0,0,7,0,0,10,0,0,0,10,10,0,0,,,,2017-08-16,"봄,여름,가을",평일+주말,Y,N,2,2,6,공동취사장,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",당구장,"계곡 물놀이,산책로,강/물놀이,수영장",,N,,N,,15,0,0,0,"일출명소,일몰명소,봄꽃여행,여름물놀이,가을단풍명소,걷기길","릴선,화로대,난방기구,식기,침낭",불가능,"봄,여름,가을",https://gocamping.or.kr/upload/camp/1563/thumb/thumb_720_9888bEmziHoCK09tI51XieYX.jpg,2022-08-01 23:17,2022-08-01 23:17
675,상상글램핑,6600,Y,,110-11-38736,민간,직영,,운영,,,,글램핑,산,경기도,양평군,476833,경기도 양평군 옥천면 용천리 155-18,,127.4997249,37.5472777,,,http://www.iruma.co.kr/,http://www.iruma.co.kr/,온라인실시간예약,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실,내부샤워실",,2017-07-11,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,12,0,0,12,,,불가능,"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/1569/thumb/thumb_720_7967Q5o94M8QX2Eb2mENH44G.jpg,2022-08-01 23:17,2022-08-01 23:17
